building_id,n_obs,coverage,pct_missing,mean_load,std_load,min_load,max_load,n_zeros,primary_use,site_id,sqm,timezone,site_airtemp_coverage
Robin_lodging_Phillip,17544,1.0,0.0,38.61,20.29,0.0,100.6,66,Lodging/residential,Robin,6181.0,Europe/London,0.9999429093400319
Robin_office_Wai,17544,1.0,0.0,166.28,103.84,0.0,497.7,44,Office,Robin,16221.0,Europe/London,0.9999429093400319
Hog_office_Merilyn,17544,1.0,0.0,30.2,8.7,9.09,59.5,0,Office,Hog,3446.3,US/Central,0.9998859879147189
Hog_assembly_Marilynn,17544,1.0,0.0,0.0,0.0,0.0,0.0,17544,Entertainment/public assembly,Hog,756.4,US/Central,0.9998859879147189
Robin_office_Zelma,17544,1.0,0.0,109.96,33.44,29.7,204.5,0,Office,Robin,7607.0,Europe/London,0.9999429093400319
Hog_assembly_Arlie,17544,1.0,0.0,0.0,0.0,0.0,0.0,17544,Entertainment/public assembly,Hog,11058.2,US/Central,0.9998859879147189
Hog_office_Gustavo,17544,1.0,0.0,531.27,357.85,19.34,1205.45,0,Office,Hog,6582.4,US/Central,0.9998859879147189
Hog_office_Bill,17544,1.0,0.0,290.85,95.28,85.28,595.9,0,Office,Hog,13375.5,US/Central,0.9998859879147189
Hog_education_Josh,17544,1.0,0.0,133.4,80.5,0.0,426.93,2395,Education,Hog,5630.5,US/Central,0.9998859879147189
Robin_education_Karyl,17544,1.0,0.0,62.13,46.79,0.01,195.38,0,Education,Robin,2992.0,Europe/London,0.9999429093400319
Robin_lodging_Janie,17544,1.0,0.0,118.78,61.42,9.1,304.74,0,Lodging/residential,Robin,6193.0,Europe/London,0.9999429093400319
Robin_office_Victor,17544,1.0,0.0,53.4,20.07,8.03,117.29,0,Office,Robin,3724.0,Europe/London,0.9999429093400319
Hog_industrial_Quentin,17544,1.0,0.0,109.84,73.8,22.84,320.26,0,Manufacturing/industrial,Hog,7559.7,US/Central,0.9998859879147189
Hog_food_Morgan,17544,1.0,0.0,63.41,28.23,18.39,145.26,0,Food sales and service,Hog,3085.8,US/Central,0.9998859879147189
Hog_education_Rachael,17544,1.0,0.0,74.88,24.39,21.18,170.82,0,Education,Hog,3715.0,US/Central,0.9998859879147189
Hog_assembly_Una,17544,1.0,0.0,0.0,0.0,0.0,0.0,17544,Entertainment/public assembly,Hog,8872.2,US/Central,0.9998859879147189
Robin_lodging_Pricilla,17544,1.0,0.0,62.7,28.68,0.0,170.9,2,Lodging/residential,Robin,4607.0,Europe/London,0.9999429093400319
Hog_office_Miriam,17544,1.0,0.0,23.05,7.24,6.97,44.41,0,Office,Hog,1418.5,US/Central,0.9998859879147189
Robin_education_Kiera,17544,1.0,0.0,77.96,29.89,11.41,176.5,0,Education,Robin,4703.0,Europe/London,0.9999429093400319
Lamb_office_Stefani,17544,1.0,0.0,10.48,8.89,0.0,35.81,68,Office,Lamb,1063.0,Europe/London,0.9998857142857143
Lamb_assembly_Tawana,17544,1.0,0.0,4.07,3.34,0.0,19.7,1098,Entertainment/public assembly,Lamb,882.0,Europe/London,0.9998857142857143
Hog_public_Gerard,17544,1.0,0.0,56.27,20.75,16.64,106.43,0,Public services,Hog,7725.3,US/Central,0.9998859879147189
Moose_education_Ricardo,17544,1.0,0.0,308.89,57.75,202.08,462.24,0,Education,Moose,14000.0,US/Eastern,1.0
Hog_lodging_Edgar,17544,1.0,0.0,111.44,63.17,0.0,280.0,2484,Lodging/residential,Hog,16494.9,US/Central,0.9998859879147189
Hog_lodging_Brian,17544,1.0,0.0,105.5,29.23,0.0,226.0,1,Lodging/residential,Hog,12876.5,US/Central,0.9998859879147189
Hog_lodging_Francisco,17544,1.0,0.0,161.19,52.37,58.79,325.0,0,Lodging/residential,Hog,14592.3,US/Central,0.9998859879147189
Lamb_public_Grace,17544,1.0,0.0,38.44,44.48,0.0,147.64,18,Public services,Lamb,5664.9,Europe/London,0.9998857142857143
Hog_other_Noma,17544,1.0,0.0,26.03,5.56,7.54,49.11,0,Other,Hog,2568.6,US/Central,0.9998859879147189
Eagle_lodging_Edgardo,17544,1.0,0.0,49.49,15.4,0.0,102.76,179,Lodging/residential,Eagle,5392.2,US/Eastern,0.9998289233576643
Lamb_assembly_Cesar,17544,1.0,0.0,10.16,11.98,0.0,56.0,46,Entertainment/public assembly,Lamb,1422.0,Europe/London,0.9998857142857143
Lamb_education_Maritza,17544,1.0,0.0,5.76,4.71,0.0,22.7,1099,Education,Lamb,2815.0,Europe/London,0.9998857142857143
Hog_industrial_Jeremy,17544,1.0,0.0,44.25,26.07,6.4,99.7,0,Manufacturing/industrial,Hog,1216.2,US/Central,0.9998859879147189
Eagle_office_Mable,17544,1.0,0.0,15.88,4.93,0.0,32.48,125,Office,Eagle,2568.4,US/Eastern,0.9998289233576643
Hog_industrial_Mariah,17544,1.0,0.0,16.56,6.0,0.5,36.98,0,Manufacturing/industrial,Hog,1065.6,US/Central,0.9998859879147189
Hog_education_Cathleen,17544,1.0,0.0,382.71,253.72,0.0,951.0,5176,Education,Hog,14440.7,US/Central,0.9998859879147189
Eagle_assembly_Benny,17544,1.0,0.0,49.24,21.21,0.0,119.12,113,Entertainment/public assembly,Eagle,4642.8,US/Eastern,0.9998289233576643
Robin_office_Sammie,17544,1.0,0.0,82.35,24.11,23.5,162.2,0,Office,Robin,4802.0,Europe/London,0.9999429093400319
Robin_public_Cami,17544,1.0,0.0,70.44,21.05,12.61,126.5,0,Public services,Robin,5261.0,Europe/London,0.9999429093400319
Fox_education_Rudolph,17542,0.9999,0.01,23.41,9.82,0.0,52.85,134,Education,Fox,2335.5,US/Mountain,0.9999429972068631
Fox_education_Ray,17543,0.9999,0.01,47.59,17.99,0.0,106.84,1,Education,Fox,1185.5,US/Mountain,0.9999429972068631
Fox_education_Delma,17543,0.9999,0.01,92.26,75.16,0.0,344.74,33,Education,Fox,9181.5,US/Mountain,0.9999429972068631
Robin_office_Shirlene,17543,0.9999,0.01,31.44,9.31,5.5,61.0,0,Office,Robin,4647.0,Europe/London,0.9999429093400319
Wolf_education_Vivian,17543,0.9999,0.01,71.32,36.15,0.0,171.26,2,Education,Wolf,8770.0,Europe/Dublin,1.0
Robin_office_Adolph,17543,0.9999,0.01,27.08,6.92,6.0,51.62,0,Office,Robin,1321.0,Europe/London,0.9999429093400319
Fox_assembly_Leeanne,17543,0.9999,0.01,18.23,6.85,0.0,41.6,9,Entertainment/public assembly,Fox,1932.8,US/Mountain,0.9999429972068631
Wolf_education_Arnulfo,17543,0.9999,0.01,35.28,17.99,0.0,98.72,379,Education,Wolf,5184.0,Europe/Dublin,1.0
Hog_education_Jewel,17543,0.9999,0.01,65.33,19.65,13.48,125.75,0,Education,Hog,7912.0,US/Central,0.9998859879147189
Hog_lodging_Celeste,17542,0.9999,0.01,95.88,21.29,41.95,179.18,0,Lodging/residential,Hog,10874.7,US/Central,0.9998859879147189
Fox_education_Melvin,17542,0.9999,0.01,60.6,28.28,0.0,141.42,97,Education,Fox,2289.4,US/Mountain,0.9999429972068631
Hog_parking_Shannon,17543,0.9999,0.01,111.76,46.05,43.45,354.39,0,Parking,Hog,63138.2,US/Central,0.9998859879147189
Hog_office_Elnora,17543,0.9999,0.01,687.36,105.64,283.03,1033.64,0,Office,Hog,9770.3,US/Central,0.9998859879147189
Lamb_education_Terina,17542,0.9999,0.01,83.12,72.17,0.0,316.6,25,Education,Lamb,14868.0,Europe/London,0.9998857142857143
Fox_education_Claire,17543,0.9999,0.01,60.93,24.34,0.0,113.95,1,Education,Fox,8145.1,US/Mountain,0.9999429972068631
Fox_education_Tamika,17543,0.9999,0.01,150.73,49.24,0.0,339.44,7,Education,Fox,8339.9,US/Mountain,0.9999429972068631
Fox_education_Kim,17543,0.9999,0.01,57.5,19.57,0.0,107.38,5,Education,Fox,5782.1,US/Mountain,0.9999429972068631
Fox_lodging_Angla,17542,0.9999,0.01,117.83,41.07,0.0,224.46,17,Lodging/residential,Fox,20115.9,US/Mountain,0.9999429972068631
Hog_office_Sydney,17542,0.9999,0.01,125.88,25.43,47.42,191.23,0,Office,Hog,8094.7,US/Central,0.9998859879147189
Bear_public_Valorie,17542,0.9999,0.01,194.42,82.84,34.5,421.5,0,Public services,Bear,17598.2,US/Pacific,1.0
Fox_assembly_Christie,17543,0.9999,0.01,20.87,12.3,0.0,69.78,24,Entertainment/public assembly,Fox,997.1,US/Mountain,0.9999429972068631
Hog_office_Rolando,17543,0.9999,0.01,309.82,164.69,0.0,807.0,1,Office,Hog,18033.5,US/Central,0.9998859879147189
Bear_education_Iris,17542,0.9999,0.01,45.51,20.2,15.8,115.4,0,Education,Bear,5456.5,US/Pacific,1.0
Hog_lodging_Ora,17543,0.9999,0.01,220.75,62.68,15.76,429.44,0,Lodging/residential,Hog,21678.1,US/Central,0.9998859879147189
Fox_public_Belle,17542,0.9999,0.01,120.48,77.22,0.0,309.33,17,Public services,Fox,1524.6,US/Mountain,0.9999429972068631
Fox_assembly_Tony,17542,0.9999,0.01,81.93,24.16,0.0,139.93,1,Entertainment/public assembly,Fox,7231.9,US/Mountain,0.9999429972068631
Wolf_education_Ursula,17542,0.9999,0.01,141.22,54.11,28.0,314.8,0,Education,Wolf,13998.0,Europe/Dublin,1.0
Fox_education_Ashli,17542,0.9999,0.01,28.94,11.12,0.0,56.53,2,Education,Fox,864.8,US/Mountain,0.9999429972068631
Fox_education_Carleen,17543,0.9999,0.01,105.6,38.14,0.0,273.16,12,Education,Fox,6635.2,US/Mountain,0.9999429972068631
Lamb_public_Vania,17542,0.9999,0.01,17.4,12.65,0.0,73.5,176,Public services,Lamb,4032.0,Europe/London,0.9998857142857143
Eagle_health_Athena,17543,0.9999,0.01,296.64,179.09,0.0,719.83,3175,Healthcare,Eagle,18040.6,US/Eastern,0.9998289233576643
Hog_education_Madge,17543,0.9999,0.01,89.8,24.93,28.36,158.11,0,Education,Hog,6786.0,US/Central,0.9998859879147189
Fox_office_Clayton,17543,0.9999,0.01,87.69,38.99,0.0,216.27,1,Office,Fox,488.5,US/Mountain,0.9999429972068631
Robin_lodging_Oliva,17542,0.9999,0.01,54.8,18.36,0.29,129.5,0,Lodging/residential,Robin,6013.0,Europe/London,0.9999429093400319
Bear_education_Bob,17542,0.9999,0.01,128.57,49.56,68.56,268.9,0,Education,Bear,28360.3,US/Pacific,1.0
Hog_lodging_Mauricio,17543,0.9999,0.01,223.6,70.31,0.0,409.0,1,Lodging/residential,Hog,16251.0,US/Central,0.9998859879147189
Fox_lodging_Helen,17541,0.9998,0.02,354.04,83.92,39.73,656.25,0,Lodging/residential,Fox,51394.9,US/Mountain,0.9999429972068631
Fox_education_Elois,17541,0.9998,0.02,11.22,4.0,0.0,26.28,5,Education,Fox,695.0,US/Mountain,0.9999429972068631
Hog_office_Marilyn,17540,0.9998,0.02,37.37,12.4,0.0,79.69,136,Office,Hog,5525.5,US/Central,0.9998859879147189
Hog_parking_Marcus,17541,0.9998,0.02,85.53,42.8,0.0,244.44,35,Parking,Hog,25222.4,US/Central,0.9998859879147189
Fox_office_Joy,17540,0.9998,0.02,181.95,42.81,0.0,336.59,7,Office,Fox,6581.0,US/Mountain,0.9999429972068631
Fox_food_Francesco,17541,0.9998,0.02,60.71,23.17,0.0,134.19,2,Food sales and service,Fox,2310.2,US/Mountain,0.9999429972068631
Fox_education_Maris,17540,0.9998,0.02,19.75,9.0,0.0,41.38,1963,Education,Fox,2284.1,US/Mountain,0.9999429972068631
Bear_education_Leonel,17540,0.9998,0.02,118.83,86.69,27.6,388.25,0,Education,Bear,6988.9,US/Pacific,1.0
Bear_education_Danna,17541,0.9998,0.02,102.98,43.78,34.25,229.75,0,Education,Bear,9663.4,US/Pacific,1.0
Robin_education_Derrick,17541,0.9998,0.02,403.11,66.67,155.62,682.25,0,Education,Robin,10994.0,Europe/London,0.9999429093400319
Wolf_education_Dorris,17541,0.9998,0.02,319.0,69.48,121.43,539.04,0,Education,Wolf,11678.0,Europe/Dublin,1.0
Fox_office_Sheila,17541,0.9998,0.02,9.32,4.57,0.0,27.83,3,Office,Fox,901.4,US/Mountain,0.9999429972068631
Fox_assembly_Cecelia,17541,0.9998,0.02,16.74,10.25,0.0,56.71,1,Entertainment/public assembly,Fox,1591.6,US/Mountain,0.9999429972068631
Fox_public_Rhonda,17541,0.9998,0.02,107.81,38.87,0.0,212.11,4,Public services,Fox,9555.6,US/Mountain,0.9999429972068631
Fox_religion_Maurice,17541,0.9998,0.02,1.72,1.38,0.0,5.35,1085,Religious worship,Fox,151.3,US/Mountain,0.9999429972068631
Wolf_office_Joana,17541,0.9998,0.02,14.82,4.98,0.0,30.58,2,Office,Wolf,1355.0,Europe/Dublin,1.0
Hog_parking_Antoinette,17541,0.9998,0.02,18.79,5.33,6.0,40.0,0,Parking,Hog,1949.7,US/Central,0.9998859879147189
Rat_education_Kathryn,17541,0.9998,0.02,518.93,219.41,0.08,1104.92,0,Education,Rat,30213.6,US/Eastern,0.9996579052397514
Hog_lodging_Shonda,17540,0.9998,0.02,108.5,22.44,44.0,187.0,0,Lodging/residential,Hog,21437.1,US/Central,0.9998859879147189
Mouse_health_Modesto,17540,0.9998,0.02,482.3,266.17,0.0,1267.85,1659,Healthcare,Mouse,17993.0,Europe/London,0.9999429093400319
Peacock_education_Robbie,17540,0.9998,0.02,43.92,15.55,11.33,104.15,0,Education,Peacock,5416.9,US/Eastern,0.9993728262728776
Hog_office_Man,17540,0.9998,0.02,62.26,10.62,23.24,101.02,0,Office,Hog,8099.9,US/Central,0.9998859879147189
Wolf_education_Tori,17541,0.9998,0.02,377.04,120.17,87.17,796.07,0,Education,Wolf,19044.9,Europe/Dublin,1.0
Rat_public_Kimber,17540,0.9998,0.02,227.71,160.48,1.89,934.49,0,Public services,Rat,9587.6,US/Eastern,0.9996579052397514
Rat_education_Theo,17541,0.9998,0.02,555.97,343.77,5.12,1678.19,0,Education,Rat,26830.4,US/Eastern,0.9996579052397514
Peacock_education_Yolanda,17540,0.9998,0.02,37.5,8.06,23.15,58.76,0,Education,Peacock,3675.1,US/Eastern,0.9993728262728776
Hog_industrial_Jay,17541,0.9998,0.02,232.21,70.7,0.0,378.9,1,Manufacturing/industrial,Hog,5931.6,US/Central,0.9998859879147189
Fox_education_Gayla,17541,0.9998,0.02,57.53,27.84,0.0,130.97,1221,Education,Fox,7271.3,US/Mountain,0.9999429972068631
Fox_office_Margarita,17541,0.9998,0.02,18.96,6.0,0.0,42.2,170,Office,Fox,2187.8,US/Mountain,0.9999429972068631
Fox_assembly_Gary,17540,0.9998,0.02,91.65,16.07,16.95,146.29,0,Entertainment/public assembly,Fox,2261.7,US/Mountain,0.9999429972068631
Hog_services_Marshall,17538,0.9997,0.03,79.2,23.0,0.0,161.59,23,Services,Hog,6506.9,US/Central,0.9998859879147189
Fox_lodging_Alana,17538,0.9997,0.03,201.8,39.66,38.19,336.84,0,Lodging/residential,Fox,6938.2,US/Mountain,0.9999429972068631
Wolf_office_Elisabeth,17539,0.9997,0.03,135.38,14.19,90.95,180.59,0,Office,Wolf,2591.0,Europe/Dublin,1.0
Fox_office_Israel,17538,0.9997,0.03,121.32,29.06,0.0,205.91,1,Office,Fox,11282.1,US/Mountain,0.9999429972068631
Lamb_assembly_Isa,17538,0.9997,0.03,1.77,1.72,0.0,9.62,90,Entertainment/public assembly,Lamb,690.0,Europe/London,0.9998857142857143
Robin_lodging_Donna,17539,0.9997,0.03,21.25,5.23,5.0,41.62,0,Lodging/residential,Robin,2515.0,Europe/London,0.9999429093400319
Robin_lodging_Armand,17539,0.9997,0.03,38.25,8.6,16.0,72.3,0,Lodging/residential,Robin,5246.0,Europe/London,0.9999429093400319
Wolf_public_Norma,17539,0.9997,0.03,146.66,73.03,17.32,330.0,0,Public services,Wolf,23500.0,Europe/Dublin,1.0
Robin_education_Madeline,17539,0.9997,0.03,361.62,41.24,228.5,502.0,0,Education,Robin,9335.0,Europe/London,0.9999429093400319
Lamb_education_Manuel,17538,0.9997,0.03,8.8,11.11,0.0,47.5,46,Education,Lamb,2844.0,Europe/London,0.9998857142857143
Fox_education_Heriberto,17539,0.9997,0.03,37.12,14.79,0.73,76.98,0,Education,Fox,3174.6,US/Mountain,0.9999429972068631
Rat_office_Jamal,17539,0.9997,0.03,937.93,513.86,70.66,2904.85,0,Office,Rat,27406.4,US/Eastern,0.9996579052397514
Fox_lodging_Stephen,17539,0.9997,0.03,82.22,16.95,13.94,137.78,0,Lodging/residential,Fox,8019.7,US/Mountain,0.9999429972068631
Wolf_education_Joaquin,17537,0.9996,0.04,71.51,10.54,35.03,103.21,0,Education,Wolf,2450.0,Europe/Dublin,1.0
Fox_office_Edythe,17537,0.9996,0.04,113.36,22.39,23.7,184.62,0,Office,Fox,7772.3,US/Mountain,0.9999429972068631
Fox_assembly_Lakeisha,17537,0.9996,0.04,17.64,10.04,0.0,60.47,11,Entertainment/public assembly,Fox,898.0,US/Mountain,0.9999429972068631
Fox_office_Vicki,17537,0.9996,0.04,146.77,36.51,0.0,261.24,8,Office,Fox,6580.5,US/Mountain,0.9999429972068631
Hog_education_Robert,17537,0.9996,0.04,556.55,208.92,131.81,1420.83,0,Education,Hog,30925.9,US/Central,0.9998859879147189
Hog_lodging_Shanti,17535,0.9995,0.05,265.52,75.08,4.79,624.72,0,Lodging/residential,Hog,24355.1,US/Central,0.9998859879147189
Hog_parking_Jeana,17536,0.9995,0.05,28.39,12.06,0.0,84.23,136,Parking,Hog,7782.7,US/Central,0.9998859879147189
Hog_office_Charla,17535,0.9995,0.05,181.58,22.31,126.39,264.69,0,Office,Hog,9493.9,US/Central,0.9998859879147189
Lamb_assembly_Kurt,17535,0.9995,0.05,1.35,1.5,0.0,9.5,2263,Entertainment/public assembly,Lamb,683.0,Europe/London,0.9998857142857143
Hog_assembly_Dona,17536,0.9995,0.05,293.47,90.7,86.81,607.82,0,Entertainment/public assembly,Hog,15501.4,US/Central,0.9998859879147189
Peacock_office_Burl,17535,0.9995,0.05,60.14,8.84,29.03,95.18,0,Office,Peacock,1661.0,US/Eastern,0.9993728262728776
Fox_education_Burton,17535,0.9995,0.05,47.75,12.36,0.0,97.33,4,Education,Fox,7028.1,US/Mountain,0.9999429972068631
Wolf_science_Alfreda,17535,0.9995,0.05,81.42,11.86,35.83,124.38,0,Technology/science,Wolf,914.0,Europe/Dublin,1.0
Peacock_office_Annie,17535,0.9995,0.05,76.59,34.84,31.87,194.0,0,Office,Peacock,6021.8,US/Eastern,0.9993728262728776
Bear_education_Val,17536,0.9995,0.05,374.44,43.47,196.23,514.62,0,Education,Bear,16469.9,US/Pacific,1.0
Panther_lodging_Floyd,17533,0.9994,0.06,127.33,70.35,0.0,280.18,3377,Lodging/residential,Panther,3969.8,US/Eastern,0.999829001367989
Panther_lodging_Alita,17533,0.9994,0.06,58.56,31.57,0.0,118.22,3377,Lodging/residential,Panther,5582.4,US/Eastern,0.999829001367989
Panther_education_Teofila,17533,0.9994,0.06,126.33,71.78,0.0,375.04,3377,Education,Panther,8723.3,US/Eastern,0.999829001367989
Wolf_education_Anisa,17534,0.9994,0.06,232.93,151.2,0.0,765.83,455,Education,Wolf,11008.0,Europe/Dublin,1.0
Panther_office_Karla,17533,0.9994,0.06,28.55,19.94,0.0,105.14,3377,Office,Panther,2508.4,US/Eastern,0.999829001367989
Panther_parking_Lorriane,17533,0.9994,0.06,8.66,4.9,0.0,25.5,3371,Parking,Panther,36012.7,US/Eastern,0.999829001367989
Panther_education_Tina,17534,0.9994,0.06,6.08,5.07,0.0,22.0,3357,Education,Panther,743.2,US/Eastern,0.999829001367989
Panther_retail_Felix,17533,0.9994,0.06,96.51,62.82,0.0,279.13,3377,Retail,Panther,2941.9,US/Eastern,0.999829001367989
Fox_office_Yong,17534,0.9994,0.06,135.15,42.68,0.0,297.22,6,Office,Fox,15232.3,US/Mountain,0.9999429972068631
Panther_lodging_Edmond,17533,0.9994,0.06,35.31,22.56,0.0,100.92,3377,Lodging/residential,Panther,4935.9,US/Eastern,0.999829001367989
Panther_lodging_Fausto,17534,0.9994,0.06,40.48,24.21,0.0,123.38,3377,Lodging/residential,Panther,3459.8,US/Eastern,0.999829001367989
Panther_assembly_Denice,17533,0.9994,0.06,382.04,210.98,0.0,963.91,3377,Entertainment/public assembly,Panther,34445.9,US/Eastern,0.999829001367989
Panther_education_Aurora,17534,0.9994,0.06,100.45,62.35,0.0,255.56,3376,Education,Panther,8012.9,US/Eastern,0.999829001367989
Panther_office_Jesus,17533,0.9994,0.06,80.5,54.29,0.0,224.79,3377,Office,Panther,9595.6,US/Eastern,0.999829001367989
Panther_lodging_Cornelia,17533,0.9994,0.06,34.47,22.6,0.0,128.22,3377,Lodging/residential,Panther,4935.9,US/Eastern,0.999829001367989
Panther_lodging_Willa,17533,0.9994,0.06,57.25,30.5,0.0,124.62,3280,Lodging/residential,Panther,3446.7,US/Eastern,0.999829001367989
Panther_office_Kristen,17533,0.9994,0.06,41.91,25.01,0.0,131.0,3377,Office,Panther,8719.9,US/Eastern,0.999829001367989
Peacock_lodging_Sergio,17534,0.9994,0.06,96.21,21.34,50.97,174.14,0,Lodging/residential,Peacock,10498.0,US/Eastern,0.9993728262728776
Peacock_office_Julian,17533,0.9994,0.06,24.76,10.91,6.92,64.68,0,Office,Peacock,3913.9,US/Eastern,0.9993728262728776
